1	82.7166
250	86.3934
500	86.6752
750	86.2556
1000	85.9116
1250	86.7804
1500	85.7804
1750	87.8938
2000	87.3213
2150	86.5353
2500	86.2279
2750	86.9409
3000	86.1637
3150	86.1722
3500	85.6169
3750	86.4596
4000	86.2045
